head,head_type,relation,tail,tail_type,movie_id
Downfall,电影,主演,Bruno Ganz,演员,613
Downfall,电影,主演,Alexandra Maria Lara,演员,613
Downfall,电影,主演,Corinna Harfouch,演员,613
Downfall,电影,主演,Ulrich Matthes,演员,613
Downfall,电影,主演,Juliane Köhler,演员,613
Downfall,电影,属于类型,Drama,类型,613
Downfall,电影,属于类型,History,类型,613
Downfall,电影,属于类型,War,类型,613
Downfall,电影,描述关键词,April,关键词,613
Downfall,电影,描述关键词,Germany,关键词,613
Downfall,电影,描述关键词,Russian,关键词,613
The Sea Inside,电影,执导,Alejandro Amenábar,导演,1913
The Sea Inside,电影,上映年份,2004年,年份,1913
The Sea Inside,电影,制片国家,Spain,国家,1913
The Sea Inside,电影,评分,7.2分,评分值,1913
The Sea Inside,电影,主演,Javier Bardem,演员,1913
The Sea Inside,电影,主演,Belén Rueda,演员,1913
The Sea Inside,电影,主演,Lola Dueñas,演员,1913
The Sea Inside,电影,主演,Joan Dalmau,演员,1913
The Sea Inside,电影,主演,Josep Maria Pou,演员,1913
The Sea Inside,电影,属于类型,Drama,类型,1913
The Sea Inside,电影,描述关键词,Sea,关键词,1913
The Sea Inside,电影,描述关键词,Inside,关键词,1913
The Sea Inside,电影,描述关键词,Spaniard,关键词,1913
Under the Skin,电影,执导,Jonathan Glazer,导演,97370
Under the Skin,电影,上映年份,2014年,年份,97370
Under the Skin,电影,制片国家,United Kingdom,国家,97370
Under the Skin,电影,评分,6.0分,评分值,97370
Under the Skin,电影,主演,Scarlett Johansson,演员,97370
Under the Skin,电影,主演,Kryštof Hádek,演员,97370
Under the Skin,电影,主演,Paul Brannigan,演员,97370
Under the Skin,电影,主演,Michael Moreland,演员,97370
Under the Skin,电影,主演,Scott Dymond,演员,97370
Under the Skin,电影,属于类型,Thriller,类型,97370
Under the Skin,电影,属于类型,Science Fiction,类型,97370
Under the Skin,电影,属于类型,Drama,类型,97370
Under the Skin,电影,描述关键词,Jonathan,关键词,97370
Under the Skin,电影,描述关键词,Glazer,关键词,97370
Under the Skin,电影,描述关键词,Scarlett,关键词,97370
"Good Morning, Vietnam",电影,执导,Barry Levinson,导演,801
"Good Morning, Vietnam",电影,上映年份,1987年,年份,801
"Good Morning, Vietnam",电影,制片国家,United States of America,国家,801
"Good Morning, Vietnam",电影,评分,7.1分,评分值,801
"Good Morning, Vietnam",电影,主演,Robin Williams,演员,801
"Good Morning, Vietnam",电影,主演,Forest Whitaker,演员,801
"Good Morning, Vietnam",电影,主演,Tung Thanh Tran,演员,801
"Good Morning, Vietnam",电影,主演,Chintara Sukapatana,演员,801
"Good Morning, Vietnam",电影,主演,Bruno Kirby,演员,801
"Good Morning, Vietnam",电影,属于类型,Comedy,类型,801
"Good Morning, Vietnam",电影,属于类型,Drama,类型,801
"Good Morning, Vietnam",电影,属于类型,War,类型,801
"Good Morning, Vietnam",电影,描述关键词,Radio,关键词,801
"Good Morning, Vietnam",电影,描述关键词,Adrian,关键词,801
"Good Morning, Vietnam",电影,描述关键词,Cronauer,关键词,801
The Last Godfather,电影,执导,Shim Hyung-Rae,导演,70829
The Last Godfather,电影,上映年份,2010年,年份,70829
The Last Godfather,电影,评分,4.7分,评分值,70829
The Last Godfather,电影,主演,Harvey Keitel,演员,70829
The Last Godfather,电影,主演,Jason Mewes,演员,70829
The Last Godfather,电影,主演,Blake Clark,演员,70829
The Last Godfather,电影,主演,Jon Polito,演员,70829
The Last Godfather,电影,主演,Paul Hipp,演员,70829
The Last Godfather,电影,属于类型,Action,类型,70829
The Last Godfather,电影,属于类型,Comedy,类型,70829
The Last Godfather,电影,属于类型,Thriller,类型,70829
The Last Godfather,电影,描述关键词,Don,关键词,70829
The Last Godfather,电影,描述关键词,Carini,关键词,70829
The Last Godfather,电影,描述关键词,One,关键词,70829
Justin Bieber: Never Say Never,电影,执导,Jon M. Chu,导演,54518
Justin Bieber: Never Say Never,电影,上映年份,2011年,年份,54518
Justin Bieber: Never Say Never,电影,制片国家,United States of America,国家,54518
Justin Bieber: Never Say Never,电影,评分,4.8分,评分值,54518
Justin Bieber: Never Say Never,电影,主演,Justin Bieber,演员,54518
Justin Bieber: Never Say Never,电影,主演,Miley Cyrus,演员,54518
Justin Bieber: Never Say Never,电影,主演,Usher Raymond,演员,54518
Justin Bieber: Never Say Never,电影,主演,Jaden Smith,演员,54518
Justin Bieber: Never Say Never,电影,主演,Sean Kingston,演员,54518
Justin Bieber: Never Say Never,电影,属于类型,Documentary,类型,54518
Justin Bieber: Never Say Never,电影,属于类型,Music,类型,54518
Justin Bieber: Never Say Never,电影,属于类型,Family,类型,54518
Justin Bieber: Never Say Never,电影,描述关键词,Justin,关键词,54518
Justin Bieber: Never Say Never,电影,描述关键词,Bieber,关键词,54518
Justin Bieber: Never Say Never,电影,描述关键词,Canada,关键词,54518
Black Swan,电影,执导,Darren Aronofsky,导演,44214
Black Swan,电影,上映年份,2010年,年份,44214
Black Swan,电影,制片国家,United States of America,国家,44214
Black Swan,电影,评分,7.3分,评分值,44214
Black Swan,电影,主演,Natalie Portman,演员,44214
Black Swan,电影,主演,Mila Kunis,演员,44214
Black Swan,电影,主演,Vincent Cassel,演员,44214
Black Swan,电影,主演,Barbara Hershey,演员,44214
Black Swan,电影,主演,Winona Ryder,演员,44214
Black Swan,电影,属于类型,Drama,类型,44214
Black Swan,电影,属于类型,Thriller,类型,44214
Black Swan,电影,描述关键词,Swan,关键词,44214
Black Swan,电影,描述关键词,Lake,关键词,44214
Black Swan,电影,描述关键词,White,关键词,44214
The Godfather: Part II,电影,执导,Francis Ford Coppola,导演,240
The Godfather: Part II,电影,上映年份,1974年,年份,240
The Godfather: Part II,电影,制片国家,United States of America,国家,240
The Godfather: Part II,电影,评分,8.3分,评分值,240
The Godfather: Part II,电影,主演,Al Pacino,演员,240
The Godfather: Part II,电影,主演,Robert Duvall,演员,240
The Godfather: Part II,电影,主演,Diane Keaton,演员,240
The Godfather: Part II,电影,主演,Robert De Niro,演员,240
The Godfather: Part II,电影,主演,John Cazale,演员,240
The Godfather: Part II,电影,属于类型,Drama,类型,240
The Godfather: Part II,电影,属于类型,Crime,类型,240
The Godfather: Part II,电影,描述关键词,Corleone,关键词,240
The Godfather: Part II,电影,描述关键词,Vito,关键词,240
The Godfather: Part II,电影,描述关键词,Sicily,关键词,240
Save the Last Dance,电影,执导,Thomas Carter,导演,9816
Save the Last Dance,电影,上映年份,2001年,年份,9816
Save the Last Dance,电影,制片国家,United States of America,国家,9816
Save the Last Dance,电影,评分,6.3分,评分值,9816
Save the Last Dance,电影,主演,Julia Stiles,演员,9816
Save the Last Dance,电影,主演,Sean Patrick Thomas,演员,9816
Save the Last Dance,电影,主演,Kerry Washington,演员,9816
Save the Last Dance,电影,主演,Fredro Starr,演员,9816
Save the Last Dance,电影,主演,Terry Kinney,演员,9816
Save the Last Dance,电影,属于类型,Drama,类型,9816
Save the Last Dance,电影,属于类型,Family,类型,9816
Save the Last Dance,电影,属于类型,Romance,类型,9816
Save the Last Dance,电影,属于类型,Music,类型,9816
Save the Last Dance,电影,描述关键词,Chicago,关键词,9816
Save the Last Dance,电影,描述关键词,South,关键词,9816
Save the Last Dance,电影,描述关键词,Side,关键词,9816
A Nightmare on Elm Street 4: The Dream Master,电影,执导,Renny Harlin,导演,10131
A Nightmare on Elm Street 4: The Dream Master,电影,上映年份,1988年,年份,10131
A Nightmare on Elm Street 4: The Dream Master,电影,制片国家,United States of America,国家,10131
A Nightmare on Elm Street 4: The Dream Master,电影,评分,5.8分,评分值,10131
A Nightmare on Elm Street 4: The Dream Master,电影,主演,Robert Englund,演员,10131
A Nightmare on Elm Street 4: The Dream Master,电影,主演,Tuesday Knight,演员,10131
A Nightmare on Elm Street 4: The Dream Master,电影,主演,Ken Sagoes,演员,10131
A Nightmare on Elm Street 4: The Dream Master,电影,主演,Rodney Eastman,演员,10131
A Nightmare on Elm Street 4: The Dream Master,电影,主演,Lisa Wilcox,演员,10131
A Nightmare on Elm Street 4: The Dream Master,电影,属于类型,Horror,类型,10131
A Nightmare on Elm Street 4: The Dream Master,电影,属于类型,Thriller,类型,10131
A Nightmare on Elm Street 4: The Dream Master,电影,描述关键词,Dream,关键词,10131
A Nightmare on Elm Street 4: The Dream Master,电影,描述关键词,Freddy,关键词,10131
A Nightmare on Elm Street 4: The Dream Master,电影,描述关键词,Krueger,关键词,10131
Miracles from Heaven,电影,执导,Patricia Riggen,导演,339984
Miracles from Heaven,电影,上映年份,2016年,年份,339984
Miracles from Heaven,电影,制片国家,United States of America,国家,339984
Miracles from Heaven,电影,评分,6.7分,评分值,339984
Miracles from Heaven,电影,主演,Jennifer Garner,演员,339984
Miracles from Heaven,电影,主演,Kylie Rogers,演员,339984
Miracles from Heaven,电影,主演,Martin Henderson,演员,339984
Miracles from Heaven,电影,主演,Brighton Sharbino,演员,339984
Miracles from Heaven,电影,主演,Courtney Fansler,演员,339984
Miracles from Heaven,电影,属于类型,Drama,类型,339984
Miracles from Heaven,电影,描述关键词,Based,关键词,339984
Miracles from Heaven,电影,描述关键词,Three,关键词,339984
Miracles from Heaven,电影,描述关键词,Miracles,关键词,339984
"Dude, Where’s My Car?",电影,执导,Danny Leiner,导演,8859
"Dude, Where’s My Car?",电影,上映年份,2000年,年份,8859
"Dude, Where’s My Car?",电影,制片国家,United States of America,国家,8859
"Dude, Where’s My Car?",电影,评分,5.2分,评分值,8859
"Dude, Where’s My Car?",电影,主演,Ashton Kutcher,演员,8859
"Dude, Where’s My Car?",电影,主演,Seann William Scott,演员,8859
"Dude, Where’s My Car?",电影,主演,Kristy Swanson,演员,8859
"Dude, Where’s My Car?",电影,主演,Jennifer Garner,演员,8859
"Dude, Where’s My Car?",电影,主演,Marla Sokoloff,演员,8859
"Dude, Where’s My Car?",电影,属于类型,Comedy,类型,8859
"Dude, Where’s My Car?",电影,描述关键词,Jesse,关键词,8859
"Dude, Where’s My Car?",电影,描述关键词,Chester,关键词,8859
Young Guns,电影,执导,Christopher Cain,导演,11967
Young Guns,电影,上映年份,1988年,年份,11967
Young Guns,电影,制片国家,United States of America,国家,11967
Young Guns,电影,评分,6.6分,评分值,11967
Young Guns,电影,主演,Emilio Estevez,演员,11967
Young Guns,电影,主演,Kiefer Sutherland,演员,11967
Young Guns,电影,主演,Lou Diamond Phillips,演员,11967
Young Guns,电影,主演,Charlie Sheen,演员,11967
Young Guns,电影,主演,Dermot Mulroney,演员,11967
Young Guns,电影,属于类型,Crime,类型,11967
Young Guns,电影,属于类型,Action,类型,11967
Young Guns,电影,属于类型,Adventure,类型,11967
Young Guns,电影,属于类型,Drama,类型,11967
Young Guns,电影,属于类型,Western,类型,11967
Young Guns,电影,描述关键词,Billy,关键词,11967
Young Guns,电影,描述关键词,Kid,关键词,11967
St. Vincent,电影,执导,Theodore Melfi,导演,239563
St. Vincent,电影,上映年份,2014年,年份,239563
St. Vincent,电影,制片国家,United States of America,国家,239563
St. Vincent,电影,评分,7.1分,评分值,239563
St. Vincent,电影,主演,Bill Murray,演员,239563
St. Vincent,电影,主演,Melissa McCarthy,演员,239563
St. Vincent,电影,主演,Naomi Watts,演员,239563
St. Vincent,电影,主演,Jaeden Lieberher,演员,239563
St. Vincent,电影,主演,Chris O'Dowd,演员,239563
St. Vincent,电影,属于类型,Comedy,类型,239563
About Last Night,电影,执导,Steve Pink,导演,222899
About Last Night,电影,上映年份,2014年,年份,222899
About Last Night,电影,制片国家,United States of America,国家,222899
About Last Night,电影,评分,6.0分,评分值,222899
About Last Night,电影,主演,Kevin Hart,演员,222899
About Last Night,电影,主演,Michael Ealy,演员,222899
About Last Night,电影,主演,Regina Hall,演员,222899
About Last Night,电影,主演,Joy Bryant,演员,222899
About Last Night,电影,主演,Christopher McDonald,演员,222899
About Last Night,电影,属于类型,Comedy,类型,222899
About Last Night,电影,属于类型,Romance,类型,222899
10 Things I Hate About You,电影,执导,Gil Junger,导演,4951
10 Things I Hate About You,电影,上映年份,1999年,年份,4951
10 Things I Hate About You,电影,制片国家,United States of America,国家,4951
10 Things I Hate About You,电影,评分,7.3分,评分值,4951
10 Things I Hate About You,电影,主演,Heath Ledger,演员,4951
10 Things I Hate About You,电影,主演,Julia Stiles,演员,4951
10 Things I Hate About You,电影,主演,Joseph Gordon-Levitt,演员,4951
10 Things I Hate About You,电影,主演,Larisa Oleynik,演员,4951
10 Things I Hate About You,电影,主演,David Krumholtz,演员,4951
10 Things I Hate About You,电影,属于类型,Comedy,类型,4951
10 Things I Hate About You,电影,属于类型,Romance,类型,4951
10 Things I Hate About You,电影,属于类型,Drama,类型,4951
10 Things I Hate About You,电影,描述关键词,Bianca,关键词,4951
10 Things I Hate About You,电影,描述关键词,Kat,关键词,4951
10 Things I Hate About You,电影,描述关键词,Joey,关键词,4951
The New Guy,电影,执导,Ed Decter,导演,10985
The New Guy,电影,上映年份,2002年,年份,10985
The New Guy,电影,制片国家,United States of America,国家,10985
The New Guy,电影,评分,5.7分,评分值,10985
The New Guy,电影,主演,DJ Qualls,演员,10985
The New Guy,电影,主演,Eliza Dushku,演员,10985
The New Guy,电影,主演,Zooey Deschanel,演员,10985
The New Guy,电影,主演,Lyle Lovett,演员,10985
The New Guy,电影,主演,Jerod Mixon,演员,10985
The New Guy,电影,属于类型,Comedy,类型,10985
The New Guy,电影,属于类型,Family,类型,10985
The New Guy,电影,描述关键词,Nerdy,关键词,10985
The New Guy,电影,描述关键词,Dizzy,关键词,10985
The New Guy,电影,描述关键词,Harrison,关键词,10985
National Lampoon's Loaded Weapon 1,电影,执导,Gene Quintano,导演,9644
National Lampoon's Loaded Weapon 1,电影,上映年份,1993年,年份,9644
National Lampoon's Loaded Weapon 1,电影,制片国家,United States of America,国家,9644
National Lampoon's Loaded Weapon 1,电影,评分,5.7分,评分值,9644
National Lampoon's Loaded Weapon 1,电影,主演,Emilio Estevez,演员,9644
National Lampoon's Loaded Weapon 1,电影,主演,Samuel L. Jackson,演员,9644
National Lampoon's Loaded Weapon 1,电影,主演,Jon Lovitz,演员,9644
National Lampoon's Loaded Weapon 1,电影,主演,Tim Curry,演员,9644
National Lampoon's Loaded Weapon 1,电影,主演,Kathy Ireland,演员,9644
National Lampoon's Loaded Weapon 1,电影,属于类型,Comedy,类型,9644
National Lampoon's Loaded Weapon 1,电影,描述关键词,Lethal,关键词,9644
National Lampoon's Loaded Weapon 1,电影,描述关键词,Weapon,关键词,9644
National Lampoon's Loaded Weapon 1,电影,描述关键词,Wilderness,关键词,9644
The Shallows,电影,执导,Jaume Collet-Serra,导演,332567
The Shallows,电影,上映年份,2016年,年份,332567
The Shallows,电影,制片国家,United States of America,国家,332567
The Shallows,电影,评分,6.2分,评分值,332567
The Shallows,电影,主演,Blake Lively,演员,332567
The Shallows,电影,主演,Óscar Jaenada,演员,332567
The Shallows,电影,主演,Angelo Josue Lozano Corzo,演员,332567
The Shallows,电影,主演,José Manuel Trujillo Salas,演员,332567
The Shallows,电影,主演,Brett Cullen,演员,332567
The Shallows,电影,属于类型,Horror,类型,332567
The Shallows,电影,属于类型,Drama,类型,332567
The Shallows,电影,属于类型,Thriller,类型,332567
The Butterfly Effect,电影,执导,Eric Bress,导演,1954
